Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
42950,42650,42950,42650,250,0.59%,2014/06/29,1393/04/08
43050,42900,43050,42900,263,0.61%,2014/06/28,1393/04/07
43191,42640,44041,43163,87,0.2%,2014/06/25,1393/04/04
43400,43350,43400,43350,-,-,2014/06/24,1393/04/03
43450,43350,43450,43350,150,0.35%,2014/06/23,1393/04/02
43520,43500,43520,43500,100,0.23%,2014/06/22,1393/04/01
43650,43600,43650,43600,36,0.08%,2014/06/21,1393/03/31
43683,42845,43975,43564,14,0.03%,2014/06/18,1393/03/28
43650,43380,43800,43750,50,0.11%,2014/06/17,1393/03/27
43450,43450,43800,43700,200,0.46%,2014/06/16,1393/03/26
43750,43500,43750,43500,370,0.85%,2014/06/15,1393/03/25
43900,43850,43900,43870,170,0.39%,2014/06/14,1393/03/24
44050,43400,44480,44040,160,0.36%,2014/06/11,1393/03/21
44400,44100,44400,44250,200,0.45%,2014/06/10,1393/03/20
44450,44050,44450,44050,520,1.18%,2014/06/09,1393/03/19
44570,44570,44570,44570,10,0.02%,2014/06/08,1393/03/18
44750,44580,44750,44580,110,0.25%,2014/06/07,1393/03/17
44800,44170,45440,44690,210,0.47%,2014/06/02,1393/03/12
44850,44850,44850,44850,50,0.11%,2014/06/01,1393/03/11
44860,44860,44900,44900,90,0.2%,2014/05/31,1393/03/10
44830,43980,45480,44810,10,0.02%,2014/05/28,1393/03/07
45003,44294,45696,44960,90,0.2%,2014/05/25,1393/03/04
45000,45000,45080,45080,-,-,2014/05/24,1393/03/03
45110,44750,45340,45080,20,0.04%,2014/05/21,1393/02/31
45350,45250,45350,45300,-,-,2014/05/20,1393/02/30
45250,45150,45300,45300,150,0.33%,2014/05/19,1393/02/29
45250,45150,45300,45150,50,0.11%,2014/05/18,1393/02/28
45300,45050,45300,45200,420,0.94%,2014/05/17,1393/02/27
44876,44538,45724,44780,30,0.07%,2014/05/14,1393/02/24
44600,43900,45400,44900,100,0.22%,2014/05/11,1393/02/21
45200,44800,45350,44900,767,1.71%,2014/05/10,1393/02/20
45395,44532,46438,45667,183,0.4%,2014/05/07,1393/02/17
45850,45750,46000,45750,200,0.44%,2014/05/06,1393/02/16
46050,45600,46100,45950,-,-,2014/05/05,1393/02/15
45650,45450,45950,45950,250,0.55%,2014/05/04,1393/02/14
45950,45700,45950,45700,-,-,2014/05/03,1393/02/13
45620,45030,46460,45700,-,-,2014/04/30,1393/02/10
45500,45400,45550,45550,100,0.22%,2014/04/29,1393/02/09
45200,45200,45450,45450,50,0.11%,2014/04/28,1393/02/08
45900,45350,46000,45500,200,0.44%,2014/04/27,1393/02/07
45200,45200,45700,45700,344,0.76%,2014/04/26,1393/02/06
45399,44439,45644,45356,306,0.68%,2014/04/23,1393/02/03
45900,45650,45900,45700,100,0.22%,2014/04/22,1393/02/02
45100,45100,45700,45600,1100,2.47%,2014/04/21,1393/02/01
44250,44250,44500,44500,300,0.68%,2014/04/20,1393/01/31
44200,44170,44200,44200,260,0.59%,2014/04/19,1393/01/30
43981,43272,44803,43940,90,0.21%,2014/04/16,1393/01/27
44200,44100,44250,44100,400,0.92%,2014/04/15,1393/01/26
43300,43300,43700,43700,450,1.04%,2014/04/14,1393/01/25
43050,43050,43300,43250,150,0.35%,2014/04/13,1393/01/24
43100,43100,43100,43100,121,0.28%,2014/04/12,1393/01/23
42704,42400,43769,42979,329,0.77%,2014/04/09,1393/01/20
43000,42700,43000,42700,350,0.83%,2014/04/08,1393/01/19
42200,42200,42350,42350,400,0.95%,2014/04/07,1393/01/18
41950,41950,41950,41950,50,0.12%,2014/04/06,1393/01/17
41800,41800,41900,41900,200,0.48%,2014/04/05,1393/01/16
42100,42100,42100,42100,50,0.12%,2014/03/31,1393/01/11
42150,42150,42150,42150,150,0.36%,2014/03/30,1393/01/10
42100,42000,42100,42000,150,0.36%,2014/03/29,1393/01/09
42150,42150,42150,42150,250,0.59%,2014/03/27,1393/01/07
42400,42400,42400,42400,100,0.24%,2014/03/26,1393/01/06
42300,42300,42500,42500,280,0.66%,2014/03/25,1393/01/05
42300,41530,42940,42220,20,0.05%,2014/03/18,1392/12/27
42300,41520,43090,42200,90,0.21%,2014/03/17,1392/12/26
42310,41410,42610,42290,200,0.47%,2014/03/16,1392/12/25
42310,41760,42710,42490,150,0.35%,2014/03/15,1392/12/24
42300,42020,42760,42340,70,0.17%,2014/03/14,1392/12/23
42340,41580,43120,42270,70,0.17%,2014/03/12,1392/12/21
42300,42050,42300,42150,200,0.47%,2014/03/11,1392/12/20
42700,42350,42750,42350,50,0.12%,2014/03/10,1392/12/19
42300,42150,42300,42300,200,0.48%,2014/03/09,1392/12/18
41850,41850,42100,42100,81,0.19%,2014/03/08,1392/12/17
41871,41519,42468,42019,69,0.16%,2014/03/05,1392/12/14
42250,42200,42250,42200,200,0.47%,2014/03/04,1392/12/13
42900,42400,42900,42400,600,1.42%,2014/03/03,1392/12/12
42450,42450,43000,43000,1050,2.5%,2014/03/02,1392/12/11
42000,41950,42000,41950,550,1.33%,2014/03/01,1392/12/10
41260,40510,41720,41400,100,0.24%,2014/02/26,1392/12/07
41400,41400,41450,41450,150,0.36%,2014/02/25,1392/12/06
41200,41200,41500,41300,250,0.61%,2014/02/24,1392/12/05
40670,40670,41050,41050,400,0.98%,2014/02/23,1392/12/04
40620,40620,40650,40650,4,0.01%,2014/02/22,1392/12/03
40504,39847,41357,40646,176,0.43%,2014/02/19,1392/11/30
40570,40520,40570,40530,50,0.12%,2014/02/18,1392/11/29
40500,40480,40500,40480,40,0.1%,2014/02/17,1392/11/28
40380,40350,40440,40440,40,0.1%,2014/02/16,1392/11/27
40420,40400,40430,40400,32,0.08%,2014/02/15,1392/11/26
40344,39960,40581,40368,88,0.22%,2014/02/12,1392/11/23
40252,39603,40968,40276,6,0.01%,2014/02/09,1392/11/20
40300,40220,40300,40220,30,0.07%,2014/02/08,1392/11/19
40130,39640,40510,40190,90,0.22%,2014/02/05,1392/11/16
40020,40020,40080,40080,50,0.12%,2014/02/04,1392/11/15
40080,40030,40080,40030,70,0.17%,2014/02/03,1392/11/14
40000,40000,40100,40100,150,0.38%,2014/02/02,1392/11/13
39980,39950,39980,39950,52,0.13%,2014/02/01,1392/11/12
40051,39517,40451,40002,148,0.37%,2014/01/29,1392/11/09
40300,40300,40300,40300,24,0.06%,2014/01/28,1392/11/08
40333,40073,40897,40324,26,0.06%,2014/01/26,1392/11/06
40350,40300,40400,40300,200,0.5%,2014/01/25,1392/11/05
40190,39780,40410,40100,-,-,2014/01/22,1392/11/02
39720,39720,40100,40050,400,1.01%,2014/01/21,1392/11/01
39420,39420,39680,39650,90,0.23%,2014/01/20,1392/10/30
39650,38900,40160,39740,180,0.45%,2014/01/17,1392/10/27
39960,39200,40330,39920,480,1.2%,2014/01/15,1392/10/25
40500,40400,40500,40400,70,0.17%,2014/01/14,1392/10/24
40360,40360,40520,40470,120,0.3%,2014/01/13,1392/10/23
40660,40350,40670,40350,320,0.79%,2014/01/12,1392/10/22
40680,40650,40680,40670,7,0.02%,2014/01/11,1392/10/21
40707,40142,41162,40663,13,0.03%,2014/01/08,1392/10/18
40780,40730,40800,40730,40,0.1%,2014/01/07,1392/10/17
40580,40580,40770,40770,200,0.49%,2014/01/06,1392/10/16
40500,40500,40580,40570,80,0.2%,2014/01/05,1392/10/15
40630,40480,40630,40490,610,1.51%,2014/01/04,1392/10/14
41100,41100,41100,41100,120,0.29%,2014/01/01,1392/10/11
41220,40366,41813,41220,30,0.07%,2013/12/29,1392/10/08
41030,41030,41430,41300,125,0.3%,2013/12/28,1392/10/07
40932,40403,41689,41175,205,0.5%,2013/12/25,1392/10/04
40630,40590,40660,40610,39,0.1%,2013/12/24,1392/10/03
40480,39864,40932,40571,121,0.3%,2013/12/21,1392/09/30
40490,40186,40902,40445,15,0.04%,2013/12/18,1392/09/27
40600,40570,40670,40570,10,0.02%,2013/12/17,1392/09/26
40370,40370,40620,40580,-,-,2013/12/16,1392/09/25
40550,40540,40580,40580,10,0.02%,2013/12/15,1392/09/24
40650,40530,40650,40570,134,0.33%,2013/12/14,1392/09/23
40534,39594,41174,40436,6,0.01%,2013/12/11,1392/09/20
40580,40440,40580,40440,20,0.05%,2013/12/10,1392/09/19
40340,40340,40500,40420,130,0.32%,2013/12/09,1392/09/18
40230,40230,40380,40290,70,0.17%,2013/12/08,1392/09/17
40270,40170,40270,40220,-,-,2013/12/07,1392/09/16
40214,39498,40533,40220,-,-,2013/12/04,1392/09/13
40050,40020,40150,40100,80,0.2%,2013/12/03,1392/09/12
40030,39880,40030,40020,30,0.07%,2013/12/02,1392/09/11
40150,40050,40170,40050,50,0.12%,2013/12/01,1392/09/10
40180,40100,40200,40100,23,0.06%,2013/11/30,1392/09/09
40204,39629,40517,40123,127,0.32%,2013/11/27,1392/09/06
40000,39700,40600,40500,400,1%,2013/11/26,1392/09/05
39650,39500,40100,40100,800,2.04%,2013/11/25,1392/09/04
39400,39300,39400,39300,600,1.53%,2013/11/24,1392/09/03
40550,39400,40550,39900,490,1.23%,2013/11/23,1392/09/02
40550,40130,41350,40390,210,0.52%,2013/11/20,1392/08/29
40570,40570,40800,40600,50,0.12%,2013/11/19,1392/08/28
40470,40470,40570,40550,50,0.12%,2013/11/18,1392/08/27
40600,40450,40600,40500,150,0.37%,2013/11/17,1392/08/26
40600,40600,40650,40650,90,0.22%,2013/11/16,1392/08/25
40580,40060,40840,40560,60,0.15%,2013/11/11,1392/08/20
40450,40450,40500,40450,50,0.12%,2013/11/10,1392/08/19
40400,40400,40600,40500,320,0.79%,2013/11/09,1392/08/18
40640,40390,41170,40820,80,0.2%,2013/11/06,1392/08/15
40900,40850,40900,40900,100,0.24%,2013/11/05,1392/08/14
41100,41000,41100,41000,150,0.37%,2013/11/04,1392/08/13
41150,41150,41150,41150,50,0.12%,2013/11/03,1392/08/12
40950,40950,41200,41200,-,-,2013/11/02,1392/08/11
41130,40330,41690,41200,-,-,2013/10/30,1392/08/08
41350,41300,41350,41300,100,0.24%,2013/10/29,1392/08/07
41350,41350,41400,41400,-,-,2013/10/28,1392/08/06
41350,41300,41400,41400,-,-,2013/10/27,1392/08/05
41450,41350,41500,41400,60,0.15%,2013/10/26,1392/08/04
41410,40900,41760,41340,40,0.1%,2013/10/22,1392/07/30
41000,40950,41100,41100,150,0.37%,2013/10/21,1392/07/29
41050,40900,41050,40950,150,0.37%,2013/10/20,1392/07/28
41200,41100,41200,41100,-,-,2013/10/19,1392/07/27
41170,40350,42020,41100,-,-,2013/10/16,1392/07/24
41170,40540,41660,41100,-,-,2013/10/14,1392/07/22
41000,40900,41100,41100,200,0.49%,2013/10/13,1392/07/21
41150,40900,41150,40900,170,0.42%,2013/10/12,1392/07/20
41060,40470,41310,41070,30,0.07%,2013/10/09,1392/07/17
41200,41100,41200,41100,200,0.49%,2013/10/08,1392/07/16
41300,41250,41300,41300,-,-,2013/10/07,1392/07/15
41350,41250,41400,41300,100,0.24%,2013/10/06,1392/07/14
41350,41350,41600,41400,50,0.12%,2013/10/05,1392/07/13
41330,40710,41920,41350,250,0.61%,2013/10/02,1392/07/10
41250,41100,41250,41200,100,0.24%,2013/10/01,1392/07/09
41000,40950,41100,41100,350,0.86%,2013/09/30,1392/07/08
41100,40750,41100,40750,550,1.35%,2013/09/29,1392/07/07
40950,40950,41500,41300,150,0.36%,2013/09/28,1392/07/06
41135,40686,41985,41150,-,-,2013/09/25,1392/07/03
39800,39800,41850,41450,1950,4.94%,2013/09/24,1392/07/02
39300,39300,39700,39500,150,0.38%,2013/09/23,1392/07/01
39550,39400,39700,39650,250,0.63%,2013/09/22,1392/06/31
39450,39400,39850,39400,370,0.94%,2013/09/21,1392/06/30
40860,39210,41690,39770,1730,4.35%,2013/09/18,1392/06/27
41250,41200,41350,41200,100,0.24%,2013/09/17,1392/06/26
41400,41300,41550,41300,550,1.33%,2013/09/16,1392/06/25
42300,41800,42300,41850,500,1.19%,2013/09/15,1392/06/24
42600,42350,42600,42350,40,0.09%,2013/09/14,1392/06/23
42600,41750,43320,42390,10,0.02%,2013/09/11,1392/06/20
42950,42550,42950,42550,450,1.06%,2013/09/10,1392/06/19
43350,43000,43350,43000,400,0.93%,2013/09/09,1392/06/18
43450,43400,43500,43400,-,-,2013/09/08,1392/06/17
43500,43400,43550,43400,440,1.01%,2013/09/07,1392/06/16
43880,42920,44790,43840,60,0.14%,2013/09/04,1392/06/13
43350,43350,43950,43800,140,0.32%,2013/09/03,1392/06/12
43260,42480,44390,43660,760,1.77%,2013/08/31,1392/06/09
43300,42400,43700,42900,100,0.23%,2013/08/28,1392/06/06
42100,42100,44100,43900,1950,4.65%,2013/08/27,1392/06/05
41600,41600,42100,41950,400,0.96%,2013/08/26,1392/06/04
41650,41550,41650,41550,150,0.36%,2013/08/25,1392/06/03
41650,41500,41700,41700,405,0.98%,2013/08/24,1392/06/02
41649,40654,42515,41295,45,0.11%,2013/08/21,1392/05/30
41300,41100,41300,41150,200,0.49%,2013/08/20,1392/05/29
41650,41350,41700,41350,450,1.09%,2013/08/19,1392/05/28
41850,41750,41850,41800,100,0.24%,2013/08/18,1392/05/27
41950,41900,41950,41900,170,0.41%,2013/08/17,1392/05/26
42040,41300,42870,42070,330,0.78%,2013/08/14,1392/05/23
42450,42400,42450,42400,150,0.35%,2013/08/13,1392/05/22
42700,42550,42700,42550,200,0.47%,2013/08/12,1392/05/21
42900,42750,42950,42750,87,0.2%,2013/08/11,1392/05/20
42900,42143,43539,42837,13,0.03%,2013/08/07,1392/05/16
42900,42800,43050,42800,100,0.23%,2013/08/06,1392/05/15
42600,42550,42700,42700,50,0.12%,2013/08/05,1392/05/14
42800,42650,42900,42750,250,0.58%,2013/08/04,1392/05/13
43400,43000,43400,43000,60,0.14%,2013/08/03,1392/05/12
42850,42550,43590,42940,440,1.04%,2013/07/31,1392/05/09
42437,41664,43318,42482,32,0.08%,2013/07/28,1392/05/06
42300,42300,42550,42500,118,0.28%,2013/07/27,1392/05/05
42278,41428,43140,42382,432,1.03%,2013/07/24,1392/05/02
41550,41400,41900,41850,250,0.6%,2013/07/23,1392/05/01
41550,41450,41600,41600,50,0.12%,2013/07/22,1392/04/31
41850,41500,41850,41650,650,1.59%,2013/07/21,1392/04/30
40800,40800,41000,41000,550,1.34%,2013/07/20,1392/04/29
40860,40010,42160,41550,350,0.84%,2013/07/17,1392/04/26
42650,42400,42650,42400,300,0.71%,2013/07/16,1392/04/25
42750,42600,42800,42700,-,-,2013/07/15,1392/04/24
42850,42650,42850,42700,-,-,2013/07/14,1392/04/23
42750,42600,42750,42700,330,0.77%,2013/07/13,1392/04/22
42850,42610,43520,43030,170,0.4%,2013/07/10,1392/04/19
42850,42800,42900,42800,200,0.47%,2013/07/09,1392/04/18
43100,42900,43250,43000,350,0.81%,2013/07/08,1392/04/17
43350,43350,43500,43350,300,0.7%,2013/07/07,1392/04/16
43300,43050,43300,43050,95,0.22%,2013/07/06,1392/04/15
43497,42338,44388,43145,805,1.87%,2013/07/03,1392/04/12
43800,43500,43850,43850,150,0.34%,2013/07/02,1392/04/11
44500,43800,44500,44000,-,-,2013/07/01,1392/04/10
44000,44000,44300,44000,400,0.92%,2013/06/30,1392/04/09
43800,43600,43800,43600,170,0.39%,2013/06/29,1392/04/08
43960,43070,44200,43770,730,1.67%,2013/06/26,1392/04/05
42700,42700,43500,43300,1970,4.77%,2013/06/25,1392/04/04
42130,41050,42530,41330,530,1.3%,2013/06/22,1392/04/01
41700,40900,43500,43200,800,1.85%,2013/06/19,1392/03/29
45800,45250,45800,45280,720,1.59%,2013/06/18,1392/03/28
46500,45850,46500,46000,150,0.33%,2013/06/17,1392/03/27
46500,46150,46500,46150,800,1.73%,2013/06/16,1392/03/26
46800,46700,46950,46950,1124,2.39%,2013/06/15,1392/03/25
48421,47506,48788,48074,276,0.57%,2013/06/12,1392/03/22
47750,47750,48300,48300,600,1.26%,2013/06/11,1392/03/21
47800,47650,47800,47700,150,0.31%,2013/06/10,1392/03/20
48000,47800,48000,47850,250,0.52%,2013/06/09,1392/03/19
48400,48100,48400,48100,291,0.61%,2013/06/08,1392/03/18
47713,46830,48244,47809,62,0.13%,2013/06/05,1392/03/15
48242,46937,48854,47871,451,0.95%,2013/06/02,1392/03/12
47500,47300,47500,47300,70,0.15%,2013/06/01,1392/03/11
47480,46480,48390,47230,30,0.06%,2013/05/29,1392/03/08
47800,47480,47800,47480,220,0.46%,2013/05/28,1392/03/07
47350,47350,47700,47700,420,0.89%,2013/05/27,1392/03/06
47200,47100,47280,47280,160,0.34%,2013/05/26,1392/03/05
46500,46500,47120,47120,420,0.9%,2013/05/25,1392/03/04
45900,45500,47300,46700,700,1.52%,2013/05/22,1392/03/01
45900,45600,46000,46000,850,1.88%,2013/05/21,1392/02/31
45250,45100,45400,45150,250,0.56%,2013/05/20,1392/02/30
45000,44800,45000,44900,600,1.34%,2013/05/19,1392/02/29
45000,45000,45500,45500,295,0.65%,2013/05/18,1392/02/28
45656,44911,46349,45795,55,0.12%,2013/05/15,1392/02/25
46000,45700,46000,45800,350,0.76%,2013/05/14,1392/02/24
46300,46150,46300,46150,-,-,2013/05/13,1392/02/23
45900,45900,46150,46150,200,0.44%,2013/05/12,1392/02/22
46050,45900,46050,45950,190,0.41%,2013/05/11,1392/02/21
46470,45770,47240,46140,760,1.65%,2013/05/08,1392/02/18
46800,46800,46850,46850,50,0.11%,2013/05/07,1392/02/17
46700,46700,46900,46900,-,-,2013/05/06,1392/02/16
47050,46900,47050,46900,200,0.43%,2013/05/05,1392/02/15
46900,46900,47100,47100,10,0.02%,2013/05/04,1392/02/14
46890,45980,48010,47090,190,0.41%,2013/05/01,1392/02/11
46950,46900,47000,46900,100,0.21%,2013/04/30,1392/02/10
47000,46950,47000,47000,50,0.11%,2013/04/29,1392/02/09
46950,46950,47100,47050,50,0.11%,2013/04/28,1392/02/08
46700,46600,47000,47000,130,0.28%,2013/04/27,1392/02/07
46890,45980,47700,47130,170,0.36%,2013/04/24,1392/02/04
46400,46400,47400,47400,950,2.05%,2013/04/23,1392/02/03
46600,46400,46600,46450,50,0.11%,2013/04/22,1392/02/02
46350,46350,46500,46500,200,0.43%,2013/04/21,1392/02/01
46200,46100,46300,46300,-,-,2013/04/20,1392/01/31
46210,45540,46810,46300,-,-,2013/04/17,1392/01/28
46300,46150,46300,46200,50,0.11%,2013/04/16,1392/01/27
46150,46100,46200,46150,-,-,2013/04/15,1392/01/26
46180,45350,46660,46150,40,0.09%,2013/04/12,1392/01/23
46170,45550,46890,46190,110,0.24%,2013/04/10,1392/01/21
46450,46450,46600,46450,50,0.11%,2013/04/09,1392/01/20
46300,46300,46600,46400,200,0.43%,2013/04/08,1392/01/19
47100,46600,47100,46600,600,1.29%,2013/04/07,1392/01/18
47200,46900,47200,47200,1550,3.4%,2013/04/06,1392/01/17
45510,45170,46150,45650,420,0.92%,2013/04/03,1392/01/14
45050,44290,46330,46070,290,0.63%,2013/04/02,1392/01/13
45430,44990,46730,46360,270,0.59%,2013/03/30,1392/01/10
46940,45260,47540,46090,470,1.02%,2013/03/29,1392/01/09
45760,44830,47430,46560,340,0.74%,2013/03/27,1392/01/07
46780,45320,47600,46220,880,1.94%,2013/03/26,1392/01/06
46360,44960,47070,45340,1630,3.6%,2013/03/25,1392/01/05
45230,44710,47940,46970,900,1.95%,2013/03/24,1392/01/04
45640,44880,46570,46070,870,1.92%,2013/03/17,1391/12/27
44200,44200,45100,45100,110,0.24%,2013/03/16,1391/12/26
45220,44800,45890,45210,90,0.2%,2013/03/13,1391/12/23
45800,45500,45800,45700,500,1.09%,2013/03/12,1391/12/22
46550,46150,46550,46200,400,0.87%,2013/03/11,1391/12/21
46800,46600,47200,46600,300,0.65%,2013/03/10,1391/12/20
46100,46100,46300,46300,870,1.88%,2013/03/09,1391/12/19
47610,46380,48370,47170,530,1.12%,2013/03/06,1391/12/16
45800,45800,47000,47000,2250,5.03%,2013/03/05,1391/12/15
43500,43500,44750,44750,350,0.79%,2013/03/04,1391/12/14
45800,44400,45800,44400,2200,4.95%,2013/03/03,1391/12/13
48000,46550,48000,46600,2130,4.57%,2013/03/02,1391/12/12
48930,48310,49790,48730,170,0.35%,2013/02/27,1391/12/09
49800,49200,49800,49200,450,0.91%,2013/02/26,1391/12/08
49700,49650,49700,49650,150,0.3%,2013/02/25,1391/12/07
49500,49300,49500,49500,500,1.02%,2013/02/24,1391/12/06
49000,48900,49000,49000,30,0.06%,2013/02/23,1391/12/05
49090,48460,49520,49030,270,0.55%,2013/02/20,1391/12/02
49550,49500,49600,49500,200,0.4%,2013/02/19,1391/12/01
49900,49700,49900,49700,200,0.4%,2013/02/18,1391/11/30
49000,49000,49700,49500,200,0.41%,2013/02/17,1391/11/29
50050,49300,50050,49300,980,1.99%,2013/02/16,1391/11/28
50000,48950,50590,50280,220,0.44%,2013/02/13,1391/11/25
49250,48400,49250,49200,800,1.63%,2013/02/12,1391/11/24
50550,50000,50700,50000,590,1.18%,2013/02/11,1391/11/23
50750,49750,51250,50590,230,0.46%,2013/02/08,1391/11/20
50820,50020,51380,50360,1440,2.86%,2013/02/06,1391/11/18
51000,50000,51000,50000,2000,4%,2013/02/05,1391/11/17
52500,52000,52500,52000,-,-,2013/02/04,1391/11/16
51100,51100,52000,52000,800,1.56%,2013/02/03,1391/11/15
51000,51000,51200,51200,280,0.55%,2013/02/02,1391/11/14
50700,50000,51640,50920,220,0.43%,2013/01/30,1391/11/11
48900,48900,48900,48900,100,0.2%,2013/01/28,1391/11/09
48800,48800,49200,49000,380,0.78%,2013/01/27,1391/11/08
48100,48100,48620,48620,330,0.68%,2013/01/26,1391/11/07
47690,46850,49250,48290,990,2.09%,2013/01/23,1391/11/04
48200,46850,48200,47550,200,0.42%,2013/01/22,1391/11/03
47030,47030,48100,47750,2550,5.64%,2013/01/21,1391/11/02
44330,44330,45200,45200,1000,2.26%,2013/01/19,1391/10/30
44000,43400,44400,44200,200,0.45%,2013/01/16,1391/10/27
44250,44000,44250,44000,-,-,2013/01/15,1391/10/26
43910,43850,44000,44000,100,0.23%,2013/01/14,1391/10/25
44200,43900,44200,43900,159,0.36%,2013/01/13,1391/10/24
43736,43106,44436,43741,821,1.91%,2013/01/09,1391/10/20
42500,42500,43150,42950,400,0.94%,2013/01/08,1391/10/19
42400,42400,42550,42550,250,0.59%,2013/01/07,1391/10/18
42300,42300,42350,42300,200,0.47%,2013/01/06,1391/10/17
43080,42500,43080,42500,150,0.35%,2013/01/05,1391/10/16
42630,41740,43090,42650,450,1.06%,2013/01/01,1391/10/12
42500,42500,42500,42500,200,0.47%,2012/12/31,1391/10/11
43400,42700,43400,42700,200,0.47%,2012/12/30,1391/10/10
42500,42150,42900,42900,130,0.3%,2012/12/29,1391/10/09
42970,42160,43360,43030,370,0.86%,2012/12/26,1391/10/06
43820,43400,43850,43400,500,1.15%,2012/12/25,1391/10/05
45000,43900,45000,43900,190,0.43%,2012/12/24,1391/10/04
44800,44090,44800,44090,2090,4.98%,2012/12/23,1391/10/03
41750,41750,42000,42000,400,0.96%,2012/12/22,1391/10/02
41500,40700,42200,41600,600,1.46%,2012/12/19,1391/09/29
41500,40900,41500,40900,500,1.22%,2012/12/18,1391/09/28
40300,40300,41400,41400,1360,3.4%,2012/12/17,1391/09/27
39950,39950,40040,40040,1010,2.52%,2012/12/16,1391/09/26
42310,40690,42560,41050,130,0.32%,2012/12/14,1391/09/24
44760,40410,44990,41180,5640,13.7%,2012/12/12,1391/09/22
44430,43650,47420,46820,890,1.94%,2012/12/11,1391/09/21
42130,41630,46550,45930,2420,5.56%,2012/12/10,1391/09/20
44530,42620,44810,43510,3310,7.61%,2012/12/09,1391/09/19
46120,45320,47130,46820,6550,16.27%,2012/12/08,1391/09/18
43510,39520,44250,40270,5190,12.89%,2012/12/07,1391/09/17
42490,41970,46270,45460,330,0.73%,2012/12/05,1391/09/15
45350,44660,45720,45130,510,1.14%,2012/12/04,1391/09/14
45590,44090,46210,44620,320,0.72%,2012/12/03,1391/09/13
46290,43560,46720,44300,3560,8.74%,2012/12/02,1391/09/12
46120,40460,46660,40740,4010,9.84%,2012/12/01,1391/09/11
43990,43170,45500,44750,2820,6.73%,2012/11/30,1391/09/10
40230,39450,42160,41930,1330,3.28%,2012/11/28,1391/09/08
46640,39880,46960,40600,630,1.55%,2012/11/27,1391/09/07
44630,40970,45040,41230,3830,9.29%,2012/11/26,1391/09/06
43640,43390,45720,45060,570,1.26%,2012/11/25,1391/09/05
46070,44950,46520,45630,150,0.33%,2012/11/21,1391/09/01
42240,41780,46270,45780,930,2.07%,2012/11/20,1391/08/30
46890,44320,47640,44850,1050,2.34%,2012/11/19,1391/08/29
47050,45540,47540,45900,710,1.57%,2012/11/18,1391/08/28
44270,43910,45480,45190,670,1.5%,2012/11/17,1391/08/27
41930,41550,45000,44520,3730,9.14%,2012/11/16,1391/08/26
46950,40360,47780,40790,560,1.37%,2012/11/14,1391/08/24
45910,41010,46410,41350,4240,10.25%,2012/11/13,1391/08/23
45560,44720,45970,45590,4180,10.09%,2012/11/12,1391/08/22
40220,39540,42020,41410,730,1.76%,2012/11/11,1391/08/21
40380,39670,42690,42140,4670,11.08%,2012/11/10,1391/08/20
45180,44690,47690,46810,1350,2.97%,2012/11/09,1391/08/19
44330,44070,45720,45460,1230,2.71%,2012/11/07,1391/08/17
43970,43130,46980,46690,1540,3.41%,2012/11/06,1391/08/16
42180,41670,45660,45150,4810,11.92%,2012/11/05,1391/08/15
